Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
Jules Koundé,fr FRA,DF,25-292,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.2,3.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,Barcelona,
Robert Lewandowski,pl POL,FW,36-009,3.0,3,270.0,3.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.1,2.3,0.1,2.4,1.0,4.0,15.0,1.0,0.0,1.0,0.67,0.67,1.04,0.02,1.06,0.77,0.79,Matches,Barcelona,
Iñigo Martínez,es ESP,DF,33-105,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Barcelona,
Raphinha,br BRA,"MF,FW",27-260,3.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,2.5,9.0,17.0,23.0,0.0,0.33,0.33,0.0,0.33,0.28,0.55,0.83,0.28,0.83,Matches,Barcelona,
Marc-André ter Stegen,de GER,GK,32-122,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
Lamine Yamal,es ESP,FW,17-048,3.0,3,263.0,2.9,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,1.4,2.1,13.0,15.0,39.0,0.34,0.68,1.03,0.34,1.03,0.25,0.47,0.72,0.25,0.72,Matches,Barcelona,
Pau Cubarsí,es ESP,DF,17-221,3.0,3,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Barcelona,
Marc Bernal,es ESP,MF,17-096,3.0,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,Barcelona,
Ferrán Torres,es ESP,FW,24-183,3.0,3,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.16,0.17,Matches,Barcelona,
Pedri,es ESP,MF,21-279,3.0,2,206.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.1,9.0,20.0,9.0,0.44,0.0,0.44,0.44,0.44,0.15,0.32,0.47,0.15,0.47,Matches,Barcelona,
Alejandro Balde,es ESP,DF,20-317,3.0,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,11.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.23,0.01,0.23,Matches,Barcelona,
Gerard Martín,es ESP,DF,22-242,3.0,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,Barcelona,
Marc Casado,es ESP,MF,20-351,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6,0.11,0.71,0.6,0.71,Matches,Barcelona,
Dani Olmo,es ESP,MF,26-115,1.0,0,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,2.0,4.0,6.0,2.0,0.0,2.0,2.0,2.0,0.3,0.4,0.7,0.3,0.7,Matches,Barcelona,
Fermin López,es ESP,MF,21-111,2.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
Eric García,es ESP,MF,23-234,2.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
Andreas Christensen,dk DEN,DF,28-142,1.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
Pau Victor Delgado,es ESP,FW,22-278,3.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.74,Matches,Barcelona,
Ander Astralaga,es ESP,GK,20-180,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
Andres Cuenca,es ESP,DF,17-080,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
Sergi Dominguez,es ESP,DF,19-151,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
Héctor Fort,es ESP,DF,18-028,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
Iñaki Peña,es ESP,GK,25-181,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
Pablo Torre,es ESP,MF,21-149,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
Álex Valle,es ESP,DF,20-127,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
Squad Total,,,25.1,3.0,33,270.0,3.0,6.0,3.0,9.0,5.0,1.0,1.0,8.0,0.0,6.4,5.6,5.1,10.7,55.0,158.0,158.0,2.0,1.0,3.0,1.67,2.67,2.13,1.69,3.83,1.87,3.56,,Barcelona,
Opponent Total,,,26.7,3.0,33,270.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,10.0,0.0,2.4,1.6,1.4,3.1,37.0,75.0,73.0,1.0,0.67,1.67,0.67,1.33,0.8,0.48,1.28,0.54,1.02,,Barcelona,
Sergi Cardona,es ESP,DF,25-053,3.0,3,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,1.6,5.0,13.0,17.0,0.33,0.33,0.67,0.33,0.67,0.35,0.2,0.55,0.35,0.55,Matches,Villarreal,
Diego Conde,es ESP,GK,25-307,3.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.02,0.02,0.0,0.02,Matches,Villarreal,
Kiko Femenía,es ESP,DF,33-210,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,11.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Villarreal,
Santi Comesaña,es ESP,MF,27-330,3.0,3,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Villarreal,
Alex Baena,es ESP,MF,23-041,3.0,3,231.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,4.0,18.0,12.0,0.0,0.39,0.39,0.0,0.39,0.22,0.43,0.65,0.22,0.65,Matches,Villarreal,
Eric Bailly,ci CIV,DF,30-140,3.0,3,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Villarreal,
Arnaut Danjuma,nl NED,FW,27-212,3.0,3,200.0,2.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,4.0,1.0,17.0,0.9,0.0,0.9,0.9,0.9,0.37,0.01,0.38,0.37,0.38,Matches,Villarreal,
Daniel Parejo,es ESP,MF,35-136,3.0,2,197.0,2.2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9,0.0,0.0,0.0,1.0,10.0,2.0,0.46,0.0,0.46,0.46,0.46,0.42,0.01,0.44,0.0,0.01,Matches,Villarreal,
Raúl Albiol,es ESP,DF,38-361,3.0,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,
Yeremi Pino,es ESP,MF,21-315,3.0,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,2.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.24,0.27,0.51,0.24,0.51,Matches,Villarreal,
Gerard Moreno,es ESP,FW,32-145,2.0,2,115.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,1.5,0.0,9.0,8.0,0.0,0.78,0.78,0.0,0.78,0.21,0.99,1.2,0.21,1.2,Matches,Villarreal,
Pape Gueye,sn SEN,MF,25-219,3.0,1,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Villarreal,
Nicolas Pépé,ci CIV,"FW,MF",29-093,3.0,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.32,0.02,0.34,0.32,0.34,Matches,Villarreal,
Ilias Akhomach,ma MAR,MF,20-136,2.0,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Villarreal,
Willy Kambwala,fr FRA,DF,20-005,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,
Ayoze Pérez,es ESP,FW,31-032,3.0,0,83.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,2.0,3.0,3.0,1.08,0.0,1.08,1.08,1.08,0.29,0.06,0.36,0.29,0.36,Matches,Villarreal,
Thierno Barry,fr FRA,FW,21-314,2.0,0,58.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,1.0,1.55,0.0,1.55,1.55,1.55,0.68,0.0,0.68,0.68,0.68,Matches,Villarreal,
Logan Costa,cv CPV,DF,23-151,1.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,
Ramón Terrats,es ESP,MF,23-317,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,
Iker Álvarez,ad AND,GK,23-036,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,
Luiz Lúcio Reis Júnior,br BRA,GK,23-229,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,
Pau Navarro,es ESP,DF,19-127,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,
Arnau Solà,es ESP,DF,21-148,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,
Squad Total,,,28.2,3.0,33,270.0,3.0,6.0,4.0,10.0,6.0,0.0,1.0,10.0,0.0,5.2,4.3,3.6,7.9,40.0,127.0,125.0,2.0,1.33,3.33,2.0,3.33,1.74,1.21,2.96,1.43,2.65,,Villarreal,
Opponent Total,,,27.4,3.0,33,270.0,3.0,6.0,4.0,10.0,6.0,0.0,0.0,9.0,0.0,4.8,4.8,3.5,8.4,51.0,143.0,142.0,2.0,1.33,3.33,2.0,3.33,1.6,1.18,2.79,1.6,2.79,,Villarreal,
Damián Rodríguez,es ESP,MF,21-166,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Celta Vigo,
Iván Villar,es ESP,GK,27-052,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,
Óscar Mingueza,es ESP,"DF,MF",25-109,3.0,3,225.0,2.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,12.0,22.0,22.0,0.8,0.8,1.6,0.8,1.6,0.07,0.28,0.35,0.07,0.35,Matches,Celta Vigo,
Jailson Siqueira,br BRA,"DF,MF",28-358,3.0,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Celta Vigo,
Hugo Álvarez,es ESP,"DF,MF",21-059,3.0,2,213.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,7.0,7.0,26.0,0.0,0.42,0.42,0.0,0.42,0.0,0.03,0.03,0.0,0.03,Matches,Celta Vigo,
Iago Aspas,es ESP,"MF,FW",37-029,3.0,2,197.0,2.2,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.7,0.9,0.3,1.1,6.0,15.0,15.0,0.91,0.46,1.37,0.91,1.37,0.77,0.12,0.88,0.41,0.52,Matches,Celta Vigo,
Fran Beltrán,es ESP,MF,25-209,3.0,2,187.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,1.0,14.0,2.0,0.48,0.0,0.48,0.48,0.48,0.08,0.24,0.32,0.08,0.32,Matches,Celta Vigo,
Carlos Dominguez,es ESP,DF,23-201,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,
Jonathan Bamba,ci CIV,"FW,MF",28-157,3.0,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,5.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.36,0.49,0.12,0.49,Matches,Celta Vigo,
Anastasios Douvikas,gr GRE,FW,25-028,3.0,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,Celta Vigo,
Carl Starfelt,se SWE,DF,29-090,3.0,2,151.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,4.0,1.0,0.6,0.0,0.6,0.6,0.6,0.13,0.02,0.15,0.13,0.15,Matches,Celta Vigo,
Javier Manquillo,es ESP,DF,30-117,2.0,2,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,
Williot Swedberg,se SWE,"FW,DF",20-211,3.0,1,130.0,1.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.6,1.9,3.0,5.0,15.0,0.69,0.69,1.38,0.69,1.38,0.89,0.42,1.31,0.89,1.31,Matches,Celta Vigo,
Javi Rodríguez,es ESP,DF,21-065,2.0,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Celta Vigo,
Borja Iglesias,es ESP,FW,31-226,3.0,1,111.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,5.0,0.81,0.0,0.81,0.81,0.81,0.1,0.0,0.1,0.1,0.1,Matches,Celta Vigo,
Sergio Carreira,es ESP,MF,23-322,2.0,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Celta Vigo,
Ilaix Moriba,gn GUI,MF,21-224,2.0,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,Celta Vigo,
Alfon,es ESP,FW,25-118,1.0,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.66,0.07,0.72,0.66,0.72,Matches,Celta Vigo,
Pablo Durán,es ESP,FW,23-097,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo,
Joseph Aidoo,gh GHA,DF,28-336,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo,
Vicente Guaita,es ESP,GK,37-233,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo,
Hugo Sotelo,es ESP,MF,20-255,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo,
Marc Vidal,es ESP,GK,24-198,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo,
Squad Total,,,26.1,3.0,33,270.0,3.0,8.0,5.0,13.0,8.0,0.0,1.0,8.0,0.0,4.8,4.0,3.3,7.3,48.0,133.0,132.0,2.67,1.67,4.33,2.67,4.33,1.61,1.09,2.7,1.34,2.43,,Celta Vigo,
Opponent Total,,,26.5,3.0,33,270.0,3.0,5.0,4.0,9.0,5.0,0.0,1.0,6.0,0.0,6.1,5.1,4.1,9.3,47.0,129.0,126.0,1.67,1.33,3.0,1.67,3.0,2.03,1.38,3.41,1.71,3.09,,Celta Vigo,
Thibaut Courtois,be BEL,GK,32-111,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,
Éder Militão,br BRA,DF,26-225,3.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,20.0,0.0,0.0,0.33,0.33,0.0,0.33,0.01,0.12,0.12,0.01,0.12,Matches,Real Madrid,
Antonio Rüdiger,de GER,DF,31-180,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.13,0.11,0.13,Matches,Real Madrid,
Federico Valverde,uy URU,MF,26-039,3.0,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,4.0,25.0,7.0,0.33,0.0,0.33,0.33,0.33,0.06,0.14,0.2,0.06,0.2,Matches,Real Madrid,
Kylian Mbappé,fr FRA,FW,25-254,3.0,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,1.8,14.0,13.0,40.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,Matches,Real Madrid,
Vinicius Júnior,br BRA,FW,24-049,3.0,3,256.0,2.8,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.2,0.5,1.6,2.2,17.0,11.0,35.0,0.35,0.35,0.7,0.0,0.35,0.42,0.57,0.99,0.19,0.76,Matches,Real Madrid,
