Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
Aurélien Tchouaméni,fr FRA,MF,24-216,3.0,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,5.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.13,0.11,0.13,Matches,Real Madrid,
Rodrygo,br BRA,FW,23-234,3.0,2,203.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,11.0,7.0,33.0,0.44,0.44,0.89,0.44,0.89,0.09,0.04,0.12,0.09,0.12,Matches,Real Madrid,
Dani Carvajal,es ESP,DF,32-232,3.0,2,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Real Madrid,
Ferland Mendy,fr FRA,DF,29-083,2.0,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,
Fran Garcia,es ESP,DF,25-016,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.11,0.01,0.11,Matches,Real Madrid,
Luka Modrić,hr CRO,MF,38-356,3.0,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.42,0.46,0.04,0.46,Matches,Real Madrid,
Arda Güler,tr TUR,MF,19-187,3.0,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.3,2.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.72,0.49,1.21,0.72,1.21,Matches,Real Madrid,
Jude Bellingham,eng ENG,MF,21-062,1.0,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Real Madrid,
Lucas Vázquez,es ESP,DF,33-060,2.0,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.39,Matches,Real Madrid,
Brahim Díaz,ma MAR,FW,25-027,3.0,1,70.0,0.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,7.0,5.0,13.0,1.29,1.29,2.57,1.29,2.57,0.38,0.09,0.47,0.38,0.47,Matches,Real Madrid,
Endrick,br BRA,FW,18-040,2.0,0,10.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,2.0,9.0,0.0,9.0,9.0,9.0,2.01,0.0,2.01,2.01,2.01,Matches,Real Madrid,
Dani Ceballos,es ESP,"MF,FW",28-023,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Madrid,
Fran,es ESP,GK,19-067,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,
Andriy Lunin,ua UKR,GK,25-201,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,
Jacobo Ramón,es ESP,DF,19-237,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,
Jesús Vallejo,es ESP,DF,27-238,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Madrid,
Squad Total,,,27.5,3.0,33,270.0,3.0,5.0,4.0,9.0,4.0,1.0,1.0,3.0,1.0,5.1,4.7,4.2,8.8,72.0,209.0,206.0,1.67,1.33,3.0,1.33,2.67,1.71,1.39,3.1,1.55,2.94,,Real Madrid,
Opponent Total,,,28.3,3.0,33,270.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,1.5,3.6,43.0,68.0,66.0,0.67,0.67,1.33,0.67,1.33,0.72,0.49,1.21,0.72,1.21,,Real Madrid,
César Azpilicueta,es ESP,DF,35-002,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Atletico Madrid,
Robin Le Normand,es ESP,DF,27-293,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches,Atletico Madrid,
Jan Oblak,si SVN,GK,31-236,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico Madrid,
Samuel Lino,br BRA,"MF,DF",24-251,3.0,3,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,1.4,8.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.57,0.06,0.63,0.57,0.63,Matches,Atletico Madrid,
Pablo Barrios,es ESP,MF,21-076,3.0,2,225.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,3.0,17.0,8.0,0.0,0.4,0.4,0.0,0.4,0.05,0.1,0.16,0.05,0.16,Matches,Atletico Madrid,
Marcos Llorente,es ESP,"DF,MF",29-213,3.0,2,225.0,2.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,4.0,15.0,20.0,0.8,0.4,1.2,0.8,1.2,0.04,0.29,0.32,0.04,0.32,Matches,Atletico Madrid,
Antoine Griezmann,fr FRA,"FW,MF",33-162,3.0,2,202.0,2.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,2.0,11.0,13.0,0.45,0.89,1.34,0.45,1.34,0.11,0.21,0.32,0.11,0.32,Matches,Atletico Madrid,
Koke,es ESP,MF,32-235,3.0,2,185.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,1.6,3.0,11.0,1.0,0.49,0.0,0.49,0.49,0.49,0.44,0.32,0.76,0.44,0.76,Matches,Atletico Madrid,
Rodrigo Riquelme,es ESP,"DF,MF",24-150,2.0,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.9,13.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.27,0.26,0.53,0.27,0.53,Matches,Atletico Madrid,
Rodrigo De Paul,ar ARG,MF,30-098,3.0,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,2.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,Matches,Atletico Madrid,
Julián Álvarez,ar ARG,FW,24-212,3.0,2,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.34,0.33,0.34,Matches,Atletico Madrid,
Axel Witsel,be BEL,DF,35-231,2.0,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico Madrid,
Alexander Sørloth,no NOR,FW,28-269,3.0,2,127.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.0,2.0,7.0,0.71,0.0,0.71,0.71,0.71,0.49,0.1,0.59,0.49,0.59,Matches,Atletico Madrid,
José María Giménez,uy URU,DF,29-223,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico Madrid,
Reinildo Mandava,mz MOZ,DF,30-222,3.0,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Atletico Madrid,
Nahuel Molina,ar ARG,DF,26-146,2.0,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Atletico Madrid,
Ángel Correa,ar ARG,"FW,MF",29-174,3.0,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.37,0.17,0.55,0.37,0.55,Matches,Atletico Madrid,
Conor Gallagher,eng ENG,MF,24-206,1.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico Madrid,
Javi Galán,es ESP,"DF,MF",29-285,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Antonio Gomis,es ESP,GK,21-102,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Alejandro Iturbe,es ESP,GK,20-363,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Ilias Kostis,gr GRE,DF,21-185,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Clément Lenglet,fr FRA,DF,29-074,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Horaţiu Moldovan,ro ROU,GK,26-223,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Juan Musso,ar ARG,GK,30-116,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Giuliano Simeone,ar ARG,FW,21-256,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Arthur Vermeeren,be BEL,MF,19-205,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico Madrid,
Squad Total,,,29.3,3.0,33,270.0,3.0,5.0,4.0,9.0,5.0,0.0,0.0,4.0,0.0,4.7,4.7,3.9,8.6,46.0,147.0,147.0,1.67,1.33,3.0,1.67,3.0,1.55,1.31,2.86,1.55,2.86,,Atletico Madrid,
Opponent Total,,,27.4,3.0,33,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.1,2.1,1.5,3.6,40.0,120.0,120.0,0.33,0.33,0.67,0.33,0.67,0.69,0.51,1.21,0.69,1.21,,Atletico Madrid,
Javi Hernández,es ESP,DF,26-120,3.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,5.0,6.0,12.0,0.0,0.33,0.33,0.0,0.33,0.06,0.2,0.27,0.06,0.27,Matches,Leganes,
Valentin Rosier,fr FRA,DF,28-011,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Leganes,
Sergi,es ESP,DF,32-132,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
Juan Soriano,es ESP,GK,27-007,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
Yvan Neyou,cm CMR,MF,27-240,3.0,3,264.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,9.0,4.0,0.0,0.34,0.34,0.0,0.34,0.02,0.01,0.03,0.02,0.03,Matches,Leganes,
Miguel,es ESP,FW,24-362,3.0,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Leganes,
Seydouba Cissé,gn GUI,MF,23-202,3.0,3,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Leganes,
Aritz Arambarri,es ESP,DF,26-212,2.0,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Leganes,
Darko Brašanac,rs SRB,MF,32-200,3.0,2,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,Leganes,
Juan Cruz,es ESP,"FW,MF",24-127,3.0,2,156.0,1.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,3.0,7.0,7.0,1.15,0.0,1.15,1.15,1.15,0.26,0.15,0.41,0.26,0.41,Matches,Leganes,
Enric Franquesa,es ESP,FW,27-186,3.0,2,144.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,4.0,0.62,0.0,0.62,0.62,0.62,0.14,0.0,0.14,0.14,0.14,Matches,Leganes,
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",26-063,2.0,1,131.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,3.0,8.0,4.0,0.0,0.69,0.69,0.0,0.69,0.06,0.23,0.28,0.06,0.28,Matches,Leganes,
Jorge Sáenz,es ESP,DF,27-287,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
Dani Raba,es ESP,"MF,FW",28-306,2.0,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.1,0.2,0.3,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.93,0.18,1.11,0.13,0.31,Matches,Leganes,
Julián Chicco,ar ARG,MF,26-230,2.0,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
Renato Tapia,pe PER,MF,29-033,3.0,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
Roberto López,es ESP,"FW,DF",24-128,2.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Leganes,
Munir El Haddadi,ma MAR,FW,28-364,1.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
Diego,es ESP,FW,24-134,2.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches,Leganes,
Adrià Altimira,es ESP,MF,23-155,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leganes,
Álvaro Abajas,es ESP,GK,21-110,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
Lalo Aguilar,es ESP,DF,22-080,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
Marko Dmitrović,rs SRB,GK,32-219,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
Álex Gil,es ESP,MF,21-207,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
Carlos Guirao,es ESP,MF,21-125,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
Jackson Porozo,ec ECU,DF,24-026,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
João Urbáez,do DOM,DF,22-037,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leganes,
Squad Total,,,27.4,3.0,33,270.0,3.0,3.0,3.0,6.0,3.0,0.0,1.0,8.0,0.0,2.6,1.8,1.5,3.4,27.0,66.0,66.0,1.0,1.0,2.0,1.0,2.0,0.88,0.51,1.39,0.62,1.13,,Leganes,
Opponent Total,,,27.4,3.0,33,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,3.7,3.7,2.9,6.6,51.0,112.0,110.0,0.33,0.33,0.67,0.33,0.67,1.24,0.98,2.21,1.24,2.21,,Leganes,
Daley Blind,nl NED,DF,34-174,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,8.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,Girona,
Paulo Gazzaniga,ar ARG,GK,32-241,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Girona,
Miguel Gutiérrez,es ESP,DF,23-034,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,6.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches,Girona,
David López,es ESP,DF,34-326,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Girona,
Bryan Gil,es ESP,"FW,MF",23-201,3.0,3,250.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.1,7.0,15.0,33.0,0.36,0.0,0.36,0.36,0.36,0.25,0.17,0.41,0.25,0.41,Matches,Girona,
Iván Martín,es ESP,MF,25-198,3.0,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,7.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,Girona,
Yangel Herrera,ve VEN,MF,26-229,3.0,3,223.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,1.0,20.0,11.0,0.0,0.4,0.4,0.0,0.4,0.05,0.1,0.15,0.05,0.15,Matches,Girona,
Abel Ruiz,es ESP,FW,24-215,3.0,3,211.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,6.0,16.0,0.43,0.0,0.43,0.43,0.43,0.41,0.01,0.42,0.41,0.42,Matches,Girona,
Arnau Martinez,es ESP,DF,21-127,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Girona,
Oriol Romeu,es ESP,MF,32-341,3.0,2,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Girona,
Viktor Tsyhankov,ua UKR,"MF,FW",26-289,2.0,2,147.0,1.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,4.0,4.0,25.0,0.61,0.61,1.22,0.61,1.22,0.36,0.17,0.53,0.36,0.53,Matches,Girona,
Portu,es ESP,"FW,MF",32-101,3.0,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,Girona,
Bojan Miovski,mk MKD,FW,25-067,2.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,Girona,
Alejandro Francés,es ESP,DF,22-029,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Girona,
