Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
Squad Total,,,26.4,,33,270.0,3.0,3.0,2.0,5.0,3.0,0.0,0.0,8.0,1.0,2.8,2.8,2.0,4.8,57.0,107.0,106.0,1.0,0.67,1.67,1.0,1.67,0.93,0.66,1.59,0.93,1.59,,Real Sociedad,3.0
Opponent Total,,,26.8,,33,270.0,3.0,4.0,2.0,6.0,3.0,1.0,1.0,10.0,0.0,4.2,3.5,1.9,5.4,55.0,77.0,76.0,1.33,0.67,2.0,1.0,1.67,1.41,0.65,2.06,1.15,1.8,,Real Sociedad,3.0
Omar Alderete,py PAR,DF,27-248,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.31,0.34,0.03,0.34,Matches,Getafe,
Djené,tg TOG,DF,32-243,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,
Iglesias,es ESP,DF,26-058,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Getafe,
Luis Milla,es ESP,MF,29-328,2.0,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,10.0,2.0,0.0,0.5,0.5,0.0,0.5,0.0,0.08,0.08,0.0,0.08,Matches,Getafe,
Diego Rico,es ESP,DF,31-189,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,Getafe,
David Soria,es ESP,GK,31-148,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,
Chrisantus Uche,ng NGA,FW,21-103,2.0,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,14.0,0.5,0.0,0.5,0.5,0.5,0.08,0.01,0.09,0.08,0.09,Matches,Getafe,
Nabil Aberdin,fr FRA,MF,22-007,2.0,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Getafe,
Alex Sola,es ESP,"MF,FW",25-082,2.0,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,Getafe,
Carles Pérez,es ESP,"FW,MF",26-196,2.0,2,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches,Getafe,
Carles Aleñá,es ESP,MF,26-238,2.0,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42,Matches,Getafe,
Mauro Arambarri,uy URU,"MF,FW",28-335,2.0,1,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,
Peter Federico,do DOM,MF,22-036,2.0,0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.26,0.25,0.26,Matches,Getafe,
Jesús Santiago,es ESP,MF,20-097,2.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Getafe,
Alberto Risco,es ESP,FW,19-000,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,Getafe,
Juan Berrocal,es ESP,DF,25-118,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
Domingos Duarte,pt POR,DF,29-173,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
Diego Ferrer,,GK,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
Jiří Letáček,,GK,25-234,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Getafe,
Squad Total,,,27.2,2.0,22,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.1,2.4,13.0,44.0,44.0,0.5,0.5,1.0,0.5,1.0,0.66,0.55,1.21,0.66,1.21,,Getafe,
Opponent Total,,,29.0,2.0,22,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.5,1.1,23.0,63.0,62.0,0.5,0.5,1.0,0.5,1.0,0.28,0.27,0.56,0.28,0.56,,Getafe,
Nabil Fekir,fr FRA,MF,31-043,2.0,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,9.0,10.0,18.0,0.0,0.5,0.5,0.0,0.5,0.34,0.26,0.61,0.34,0.61,Matches,Real Betis,
Diego Llorente,es ESP,DF,31-014,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Betis,
Youssouf Sabaly,sn SEN,DF,31-178,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Real Betis,
Rui Silva,pt POR,GK,30-205,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real Betis,
Marc Bartra,es ESP,DF,33-228,2.0,2,175.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,4.0,0.0,0.51,0.0,0.51,0.51,0.51,0.09,0.0,0.09,0.09,0.09,Matches,Real Betis,
William Carvalho,pt POR,MF,32-145,2.0,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,Real Betis,
Marc Roca,es ESP,MF,27-278,2.0,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Real Betis,
Pablo Fornals,es ESP,FW,28-190,2.0,2,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.4,0.52,0.12,0.52,Matches,Real Betis,
Aitor Ruibal,es ESP,FW,28-161,2.0,2,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.27,0.36,0.62,0.27,0.62,Matches,Real Betis,
Juanmi,es ESP,FW,31-102,2.0,2,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.22,0.62,0.4,0.62,Matches,Real Betis,
Romain Perraud,fr FRA,DF,26-343,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Real Betis,
Ricardo Rodríguez,ch SUI,DF,32-005,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,Real Betis,
Abde Ezzalzouli,ma MAR,FW,22-257,2.0,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,Real Betis,
Ezequiel Ávila,ar ARG,FW,30-206,2.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.22,0.47,0.69,0.22,0.69,Matches,Real Betis,
Rodri,es ESP,FW,24-106,2.0,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,Real Betis,
Sergi Altimira,es ESP,MF,23-005,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,Real Betis,
Johnny Cardoso,us USA,MF,22-345,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,Matches,Real Betis,
Natan,br BRA,DF,23-206,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54,Matches,Real Betis,
Adrián,es ESP,GK,37-240,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,
Alcázar,es ESP,DF,22-050,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,
Héctor Bellerín,es ESP,"DF,MF",29-164,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,
Assane Diao,es ESP,MF,18-358,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,
Manu González,es ESP,GK,17-134,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,
Iker Losada,es ESP,MF,23-029,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,
Fran Vieites,es ESP,GK,25-115,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Real Betis,
Squad Total,,,30.0,2.0,22,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.8,2.8,2.4,5.3,32.0,69.0,68.0,0.5,0.5,1.0,0.5,1.0,1.42,1.2,2.63,1.42,2.63,,Real Betis,
Opponent Total,,,27.6,2.0,22,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.8,1.8,1.7,3.5,35.0,92.0,91.0,0.5,0.5,1.0,0.5,1.0,0.89,0.83,1.73,0.89,1.73,,Real Betis,
Jasper Cillessen,nl NED,GK,35-130,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las Palmas,
Mika Màrmol,es ESP,DF,22-059,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Las Palmas,
Javier Muñoz,es ESP,MF,29-184,3.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,2.0,16.0,7.0,0.0,0.33,0.33,0.0,0.33,0.08,0.13,0.21,0.08,0.21,Matches,Las Palmas,
Kirian Rodríguez,es ESP,MF,28-178,3.0,3,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,7.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.13,0.03,0.13,Matches,Las Palmas,
Oliver McBurnie,sct SCO,FW,28-087,3.0,3,253.0,2.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.6,1.0,2.0,8.0,0.0,0.71,0.71,0.0,0.71,0.29,0.28,0.56,0.29,0.56,Matches,Las Palmas,
Álex Suárez,es ESP,DF,31-165,3.0,3,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las Palmas,
Marvin,es ESP,"DF,FW",24-058,3.0,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,8.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,Las Palmas,
Alberto Moleiro,es ESP,"MF,FW",20-335,3.0,3,211.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,7.0,7.0,14.0,0.43,0.0,0.43,0.43,0.43,0.24,0.01,0.25,0.24,0.25,Matches,Las Palmas,
Scott McKenna,sct SCO,DF,27-292,3.0,2,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Las Palmas,
Sandro Ramírez,es ESP,"FW,MF",29-052,3.0,2,190.0,2.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,6.0,3.0,7.0,0.95,0.0,0.95,0.95,0.95,0.52,0.07,0.59,0.52,0.59,Matches,Las Palmas,
Álex Muñoz,es ESP,DF,30-031,2.0,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.23,0.01,0.23,Matches,Las Palmas,
Enzo Loiodice,fr FRA,MF,23-277,3.0,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Las Palmas,
Jaime Mata,es ESP,FW,35-311,3.0,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Las Palmas,
José Campaña,es ESP,MF,31-091,1.0,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Las Palmas,
Viti,es ESP,"DF,MF",26-349,3.0,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Las Palmas,
Benito Ramírez,es ESP,"MF,DF",29-050,2.0,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.12,0.02,0.12,Matches,Las Palmas,
Manuel Fuster,es ESP,"MF,FW",26-313,3.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,Las Palmas,
Aboubacar Bassinga,ci CIV,MF,19-048,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las Palmas,
Marc Cardona,es ESP,FW,29-053,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las Palmas,
Iván Gil,es ESP,MF,24-225,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,
Fabio González,es ESP,MF,27-200,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,
Juan Herzog,es ESP,DF,21-109,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,
Dinko Horkaš,hr CRO,GK,25-173,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,
Álvaro Killane,es ESP,GK,19-260,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,
Valentín Pezzolesi,es ESP,DF,17-136,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,
Daley Sinkgraven,nl NED,"DF,MF",29-057,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Las Palmas,
Squad Total,,,28.1,3.0,33,270.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,2.9,5.9,43.0,81.0,81.0,1.0,1.0,2.0,1.0,2.0,1.0,0.97,1.97,1.0,1.97,,Las Palmas,
Opponent Total,,,27.4,3.0,33,270.0,3.0,4.0,3.0,7.0,3.0,1.0,2.0,5.0,0.0,5.8,4.5,3.8,8.3,58.0,125.0,125.0,1.33,1.0,2.33,1.0,2.0,1.92,1.26,3.18,1.5,2.76,,Las Palmas,
Carmona,es ESP,DF,22-214,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Sevilla,3.0
Ørjan Nyland,no NOR,GK,33-355,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,3.0
Adrià Pedrosa,es ESP,DF,26-109,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,Matches,Sevilla,3.0
Dodi Lukebakio,be BEL,FW,26-341,,3,212.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,16.0,3.0,12.0,0.42,0.0,0.42,0.42,0.42,0.2,0.14,0.34,0.2,0.34,Matches,Sevilla,3.0
Djibril Sow,ch SUI,"MF,FW",27-206,,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31,Matches,Sevilla,3.0
Isaac Romero,es ESP,FW,24-104,,2,187.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.9,2.0,2.0,6.0,0.0,0.48,0.48,0.0,0.48,0.26,0.2,0.45,0.26,0.45,Matches,Sevilla,3.0
Lucien Agoume,fr FRA,MF,22-203,,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Sevilla,3.0
Loïc Bade,fr FRA,DF,24-141,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Sevilla,2.0
Juanlu Sánchez,es ESP,MF,21-015,,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,2.0,3.0,9.0,0.5,0.0,0.5,0.5,0.5,0.3,0.06,0.36,0.3,0.36,Matches,Sevilla,3.0
Saúl Ñíguez,es ESP,MF,29-283,,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.2,0.5,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.24,0.16,0.24,Matches,Sevilla,2.0
Lucas Ocampos,ar ARG,FW,30-050,,2,175.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,5.0,7.0,20.0,0.0,0.51,0.51,0.0,0.51,0.08,0.17,0.25,0.08,0.25,Matches,Sevilla,2.0
Nemanja Gudelj,rs SRB,DF,32-288,,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Sevilla,2.0
Chidera Ejuke,ng NGA,"FW,MF",26-241,,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,11.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.27,0.13,0.27,Matches,Sevilla,2.0
