Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
Tanguy Nianzou,fr FRA,DF,22-084,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,Sevilla,1.0
Kike Salas,es ESP,DF,22-129,,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Sevilla,2.0
Kelechi Iheanacho,ng NGA,FW,27-332,,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.41,0.23,0.41,Matches,Sevilla,2.0
Albert Sambi Lokonga,be BEL,MF,24-313,,1,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,1.0
Jesús Navas,es ESP,FW,38-283,,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0.63,Matches,Sevilla,3.0
Marcão,br BRA,DF,28-086,,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,2.0
Peque,es ESP,FW,21-331,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,1.0
Pablo Cruz,es ESP,MF,20-232,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
Álvaro Fernández,es ESP,GK,26-139,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
Stanis Idumbo,be BEL,MF,19-062,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
Alberto López,es ESP,GK,20-294,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
Alberto López,es ESP,MF,19-136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
Gonzalo Montiel,ar ARG,DF,27-242,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
Squad Total,,,26.8,,33,270.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,1.0,3.6,3.6,2.6,6.2,53.0,118.0,117.0,0.67,0.67,1.33,0.67,1.33,1.2,0.87,2.08,1.2,2.08,,Sevilla,3.0
Opponent Total,,,27.7,,33,270.0,3.0,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,3.1,3.1,2.5,5.6,29.0,93.0,92.0,1.0,0.67,1.67,1.0,1.67,1.05,0.82,1.86,1.05,1.86,,Sevilla,3.0
Samu Costa,pt POR,MF,23-277,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches,Mallorca,3.0
Pablo Maffeo,es ESP,DF,27-049,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,4.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,Matches,Mallorca,3.0
Johan Mojica,co COL,DF,32-009,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,7.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.18,0.01,0.18,Matches,Mallorca,3.0
Antonio Raillo,es ESP,DF,32-327,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Mallorca,3.0
Martin Valjent,sk SVK,DF,28-263,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,3.0
Vedat Muriqi,xk KVX,FW,30-128,,3,261.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.4,2.0,4.0,14.0,0.34,0.0,0.34,0.34,0.34,0.42,0.06,0.48,0.42,0.48,Matches,Mallorca,3.0
Sergi Darder,es ESP,MF,30-252,,3,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Mallorca,3.0
Dominik Greif,sk SVK,GK,27-146,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,2.0
Dani Rodríguez,es ESP,FW,36-085,,2,170.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,9.0,10.0,0.0,0.53,0.53,0.0,0.53,0.11,0.09,0.19,0.11,0.19,Matches,Mallorca,3.0
Omar Mascarell,gq EQG,MF,31-210,,2,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Mallorca,3.0
Takuma Asano,jp JPN,FW,29-294,,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,7.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Mallorca,3.0
Manu Morlanes,es ESP,MF,25-231,,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,3.0
Cyle Larin,ca CAN,FW,29-135,,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,3.0
Antonio Sánchez,es ESP,FW,27-242,,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.36,0.09,0.45,0.36,0.45,Matches,Mallorca,3.0
Leo Román,es ESP,GK,24-055,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,1.0
Abdón Prats,es ESP,FW,31-267,,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,Matches,Mallorca,2.0
Marc Domenech,es ESP,FW,18-242,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,Mallorca,1.0
Copete,es ESP,MF,24-325,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,1.0
Iván Cuéllar,es ESP,GK,40-095,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
Toni Lato,es ESP,DF,26-283,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
Daniel Luna,co COL,MF,21-115,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
Mateu Morey,es ESP,DF,24-181,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
Jan Salas,es ESP,MF,19-020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
Siebe Van Der Heyden,be BEL,DF,26-092,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,0.0
Squad Total,,,29.4,,33,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.5,2.5,1.3,3.7,37.0,109.0,105.0,0.33,0.33,0.67,0.33,0.67,0.82,0.43,1.25,0.82,1.25,,Mallorca,3.0
Opponent Total,,,27.4,,33,270.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,1.9,1.9,1.3,3.2,54.0,142.0,138.0,0.67,0.33,1.0,0.67,1.0,0.63,0.44,1.07,0.63,1.07,,Mallorca,3.0
Joan García,es ESP,GK,23-118,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Espanyol,
Javi Puado,es ESP,FW,26-097,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.3,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.25,0.18,0.44,0.25,0.44,Matches,Espanyol,
Omar El Hilali,ma MAR,DF,20-353,3.0,3,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Espanyol,
Carlos Romero,es ESP,DF,22-306,3.0,3,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,Espanyol,
José Gragera,es ESP,MF,23-274,3.0,3,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Espanyol,
Alejo Véliz,ar ARG,FW,20-346,3.0,3,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,1.4,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.39,0.17,0.56,0.39,0.56,Matches,Espanyol,
Alex Král,cz CZE,MF,26-103,3.0,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.16,0.02,0.16,Matches,Espanyol,
Leandro Cabrera,uy URU,DF,33-074,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Espanyol,
Álvaro Tejero,es ESP,"DF,MF",28-041,3.0,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.13,0.05,0.13,Matches,Espanyol,
Marash Kumbulla,al ALB,DF,24-204,2.0,2,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Espanyol,
Sergi Gómez,es ESP,DF,32-155,2.0,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Espanyol,
Álvaro Aguado,es ESP,MF,28-121,3.0,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,Matches,Espanyol,
Jofre,es ESP,MF,23-074,3.0,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.4,0.6,Matches,Espanyol,
Irvin Cardona,fr FRA,"MF,FW",27-022,2.0,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.11,0.08,0.11,Matches,Espanyol,
Fernando Calero,es ESP,DF,28-351,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Espanyol,
Pol Lozano,es ESP,MF,24-329,2.0,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Espanyol,
Pere Milla,es ESP,MF,31-342,2.0,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Espanyol,
Brian Oliván,es ESP,"DF,MF",30-151,2.0,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,Espanyol,
Antoniu,es ESP,MF,21-360,2.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.29,0.34,0.05,0.34,Matches,Espanyol,
Walid Cheddira,ma MAR,FW,26-221,1.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Espanyol,
Rafael Bauza,es ESP,MF,19-213,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
Català,es ESP,DF,20-014,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
Fortuño,es ESP,GK,22-330,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
Fernando Pacheco,es ESP,GK,32-104,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
Omar Sadik,ma MAR,FW,20-161,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
Salvi,es ESP,"FW,MF",33-153,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Espanyol,
Squad Total,,,25.5,3.0,33,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.8,2.8,1.9,4.8,35.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.94,0.64,1.58,0.94,1.58,,Espanyol,
Opponent Total,,,27.5,3.0,33,270.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,3.8,3.8,3.1,6.9,64.0,153.0,150.0,0.67,0.67,1.33,0.67,1.33,1.26,1.05,2.31,1.26,2.31,,Espanyol,
Giorgi Mamardashvili,ge GEO,GK,23-336,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Valencia,
Cristhian Mosquera,es ESP,DF,20-064,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
José Luis García Vayá,es ESP,MF,26-019,3.0,3,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.12,0.01,0.12,Matches,Valencia,
Hugo Duro,es ESP,FW,24-294,3.0,3,254.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,9.0,0.35,0.0,0.35,0.35,0.35,0.37,0.0,0.37,0.36,0.36,Matches,Valencia,
Jesus Vazquez,es ESP,DF,21-241,3.0,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,12.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Valencia,
Diego López,es ESP,MF,22-109,3.0,3,222.0,2.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.9,1.3,5.0,6.0,18.0,0.41,0.41,0.81,0.41,0.81,0.18,0.34,0.52,0.18,0.52,Matches,Valencia,
Rafa Mir,es ESP,"MF,FW",27-073,3.0,3,217.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,2.0,3.0,3.0,0.0,0.41,0.41,0.0,0.41,0.04,0.16,0.2,0.04,0.2,Matches,Valencia,
Domingos André Ribeiro Almeida,pt POR,"FW,MF",24-092,3.0,2,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,Valencia,
Yarek Gasiorowski,es ESP,DF,19-231,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.11,0.07,0.11,Matches,Valencia,
Thierry Correia,pt POR,DF,25-174,3.0,2,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Valencia,
Javier Guerra,es ESP,MF,21-242,3.0,2,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,Matches,Valencia,
Dimitri Foulquier,fr FRA,"DF,MF",31-160,3.0,1,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Valencia,
Luis Rioja,es ESP,MF,30-319,2.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Valencia,
Hugo Guillamón,es ESP,MF,24-212,2.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
César Tárrega,es ESP,DF,22-186,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
Dani Gómez,es ESP,FW,26-031,3.0,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
Martín Tejón,es ESP,"MF,DF",20-140,3.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Valencia,
David Otorbi,es ESP,MF,16-319,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
Alberto Marí,es ESP,FW,23-050,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
Rodrigo Abajas,es ESP,DF,21-110,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
Iker Córdoba,es ESP,DF,18-293,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
Stole Dimitrievski,mk MKD,GK,30-249,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
Raúl Jiménez,es ESP,GK,18-196,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
Cenk Özkacar,tr TUR,DF,23-329,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
Squad Total,,,24.0,3.0,33,270.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.8,3.8,40.0,87.0,85.0,0.67,0.67,1.33,0.67,1.33,0.66,0.61,1.27,0.65,1.26,,Valencia,
Opponent Total,,,25.7,3.0,33,270.0,3.0,6.0,4.0,10.0,5.0,1.0,2.0,7.0,0.0,5.9,4.3,3.4,7.7,44.0,112.0,110.0,2.0,1.33,3.33,1.67,3.0,1.95,1.13,3.08,1.43,2.55,,Valencia,
